,tertiary_education_percent,HouseHoulds_WIFI,Stay_foreign,LengthOfStay_foreign,NightsSpend_domestic,Stay_domestic,NightsSpend_foreign,LengthOfStay_domestic,TIME_PERIOD_2019.0,TIME_PERIOD_2020.0,TIME_PERIOD_2021.0,TIME_PERIOD_2022.0,TIME_PERIOD_2023.0,GEO_BE,GEO_BG,GEO_CY,GEO_CZ,GEO_DK,GEO_EE,GEO_ES,GEO_FI,GEO_FR,GEO_HR,GEO_HU,GEO_IE,GEO_IT,GEO_LT,GEO_LU,GEO_LV,GEO_MT,GEO_NL,GEO_PL,GEO_PT,GEO_RO,GEO_SE,GEO_SI,GEO_SK
0,0.311925925925926,-0.2682934648905798,0.09528830788055417,0.030371726912012183,-0.39846489594382,-0.4099393404021838,0.10479390164387871,-0.38758058471621837,-0.4490887131390718,-0.43779751788545657,-0.44908871313907167,-0.4377975178854565,-0.46028730894916164,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.19034674690672027,-0.20927403192454672,-0.20927403192454672,-0.19034674690672027,-0.20927403192454672,-0.20927403192454672,-0.20927403192454674,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.08391813582966892,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672
1,0.41427272727272724,-0.6238815130919534,-0.24205067123819318,-0.39761316872567654,-0.37778780792984235,-0.3991428612948027,-0.42769378522784235,-0.39099445755022605,-0.4490887131390718,-0.43779751788545657,-0.44908871313907167,-0.4377975178854565,-0.46028730894916164,4.7784237289438165,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.19034674690672027,-0.20927403192454672,-0.20927403192454672,-0.19034674690672027,-0.20927403192454672,-0.20927403192454672,-0.20927403192454674,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.08391813582966892,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672
2,0.2588888888888889,-3.7275778935903667,-0.7070406169007597,-0.6507292045867674,-0.43392591241551154,-0.44260846187731245,-0.6323372149315091,-0.4263905369290528,-0.4490887131390718,-0.43779751788545657,-0.44908871313907167,-0.4377975178854565,-0.46028730894916164,-0.20927403192454672,4.7784237289438165,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.19034674690672027,-0.20927403192454672,-0.20927403192454672,-0.19034674690672027,-0.20927403192454672,-0.20927403192454672,-0.20927403192454674,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.08391813582966892,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672
3,0.4403333333333333,-0.7797982101895289,-0.7063604766467014,-0.5564019477669954,-0.47791093642709964,-0.4994674964575714,-0.5036614687924315,-0.4699327920735466,-0.4490887131390718,-0.43779751788545657,-0.44908871313907167,-0.4377975178854565,-0.46028730894916164,-0.20927403192454672,-0.20927403192454672,4.7784237289438165,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.19034674690672027,-0.20927403192454672,-0.20927403192454672,-0.19034674690672027,-0.20927403192454672,-0.20927403192454672,-0.20927403192454674,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.08391813582966892,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672
4,0.23904166666666668,-0.7646421116404201,-0.0650017398394787,-0.2204717459514548,-0.3716248423293188,-0.3411024020787207,-0.21006405974348308,-0.3642218585588441,-0.4490887131390718,-0.43779751788545657,-0.44908871313907167,-0.4377975178854565,-0.46028730894916164,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,4.7784237289438165,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.19034674690672027,-0.20927403192454672,-0.20927403192454672,-0.19034674690672027,-0.20927403192454672,-0.20927403192454672,-0.20927403192454674,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.08391813582966892,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672
5,0.36873333333333336,0.4956608186786865,-0.4588078158694928,-0.4863178847301887,-0.4174837020629327,-0.41967455989022534,-0.500080834027955,-0.4022238357762373,-0.4490887131390718,-0.43779751788545657,-0.44908871313907167,-0.4377975178854565,-0.46028730894916164,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,4.7784237289438165,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.19034674690672027,-0.20927403192454672,-0.20927403192454672,-0.19034674690672027,-0.20927403192454672,-0.20927403192454672,-0.20927403192454674,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.08391813582966892,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672
6,0.39033333333333337,0.06112080608359744,-0.733169405771485,-0.7636313554096714,-0.4791530510766808,-0.47648808372195917,-0.7590505107919587,-0.46629615707172356,-0.4490887131390718,-0.43779751788545657,-0.44908871313907167,-0.4377975178854565,-0.46028730894916164,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,4.7784237289438165,-0.20927403192454672,-0.20927403192454672,-0.19034674690672027,-0.20927403192454672,-0.20927403192454672,-0.19034674690672027,-0.20927403192454672,-0.20927403192454672,-0.20927403192454674,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.08391813582966892,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672
7,0.3610701754385965,-0.7891646276290469,1.291672224429176,1.3662705529254253,0.893501719834795,0.829478782751024,1.4186762517216984,0.7847964727868307,-0.4490887131390718,-0.43779751788545657,-0.44908871313907167,-0.4377975178854565,-0.46028730894916164,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,4.7784237289438165,-0.20927403192454672,-0.19034674690672027,-0.20927403192454672,-0.20927403192454672,-0.19034674690672027,-0.20927403192454672,-0.20927403192454672,-0.20927403192454674,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.08391813582966892,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672
8,0.42266666666666663,0.7671016546291759,-0.6601657187659001,-0.6934528711897567,-0.41877857761897735,-0.39226532740027054,-0.6921003510307098,-0.40675515772882725,-0.4490887131390718,-0.43779751788545657,-0.44908871313907167,-0.4377975178854565,-0.46028730894916164,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,4.7784237289438165,-0.19034674690672027,-0.20927403192454672,-0.20927403192454672,-0.19034674690672027,-0.20927403192454672,-0.20927403192454672,-0.20927403192454674,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.08391813582966892,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672
9,0.3162692307692308,-0.9437698967257927,0.9834507915720863,0.9440871410120448,1.28540916682473,1.2824311274121145,0.9432586170670283,1.2864432708531461,-0.4490887131390718,-0.43779751788545657,-0.44908871313907167,-0.4377975178854565,-0.46028730894916164,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,5.253570214625479,-0.20927403192454672,-0.20927403192454672,-0.19034674690672027,-0.20927403192454672,-0.20927403192454672,-0.20927403192454674,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.08391813582966892,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672
10,0.2598333333333333,-1.577693462839379,0.4993490490275246,0.40682307353508623,-0.4053261375846728,-0.3832472154216849,0.5172190113128387,-0.3917493846608952,-0.4490887131390718,-0.43779751788545657,-0.44908871313907167,-0.4377975178854565,-0.46028730894916164,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.19034674690672027,4.7784237289438165,-0.20927403192454672,-0.19034674690672027,-0.20927403192454672,-0.20927403192454672,-0.20927403192454674,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.08391813582966892,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672,-0.20927403192454672
